"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"LINC01003",7.80938580986306,7.3952586732675,7.06503530592956,7.59824711936285,7.09878013813706,7.49697187674376,7.27706462656557,7.01159867558934,7.18893061413959,7.24057493340182,6.80659703257536,6.53003302152986,6.33874201883725,6.28456204782227,6.54669465176014,7.09768162959532,6.51620489426937,5.95538308026329,5.95935939493824,4.84275938774335,5.67134095899014,5.67055901772151,5.98463335614766,5.66621709879219,7.03826713538143,6.72667495549713,5.65208516064069,5.78164597388483,5.97759278445355,6.22682603467292
"C1orf68",8.96388242266779,8.56461463284839,8.80708345650594,8.81051282491261,8.44820587719049,8.49974641119124,8.73326775185215,7.68112042390942,8.10996761780831,8.01106373943354,9.16551699098477,8.88030037349472,7.98864533691636,7.60394882936548,8.33778657590057,9.06825102146274,7.25783989577767,7.39100928726166,8.5101984254122,5.76684941293246,6.11098719967898,8.88328957306291,8.79851712844856,8.07768508169859,10.1018989070028,9.97211839056634,7.44608476108569,8.89504792263852,8.89184786433241,5.52617806661959
"GABPB1-AS1",7.0970794260986,7.24694041937226,6.22795739197344,6.66334399279006,5.90563810680743,7.45915681501146,7.51915797436239,7.06224715654021,7.41368205183076,7.62381333739729,7.06708157062207,7.0752022367819,4.9760869347212,4.20309919658999,7.18974905900621,6.94780376140779,6.74850222350353,4.91208836660515,5.81593561558106,4.52722281653308,4.30648834679188,5.60393260029629,5.45331244122331,4.77090422287257,7.24086805889275,6.23468519014221,4.74610205299138,6.11776073139378,6.16843492041736,6.15164191043932
"CCDC152",9.39775506282589,9.14739886732574,9.08637945008611,9.61335077324701,9.33445660079265,9.00619981827803,9.34468873898088,9.08085999669486,9.00300327395878,9.18626101413074,9.37359428173556,9.28573611634845,9.55590075547502,10.0752037049342,9.9081545339902,9.76547821783804,10.0414371687428,10.0094338087701,10.0324439777965,9.94740739450722,10.0372985875061,10.0498799233161,9.87772056225951,9.98954074471374,9.80574143619061,9.97655485659688,9.50606856520624,9.99185703700427,9.68418576713499,10.1579927044607
"WAKMAR2",6.67276793878413,6.88967208190542,5.76082026369633,6.32258908731461,6.33509462860343,7.65558273035903,7.18194129827849,7.3026257951006,6.43525969119489,7.29308353942072,7.84062561114903,7.8554745037944,4.77410165337487,5.52586394780294,6.1661675740306,6.89512900692961,4.91488844050217,4.73473581715046,6.25339731801099,3.92828101050438,4.37115994833999,5.92618930649509,6.46846158991064,6.22445895785972,6.49110648245363,5.93542362127683,5.31077069885176,5.79775550655737,6.33955367457921,4.33064940400332
"ZNF316",5.6895898471451,5.60351923536341,5.446720068404,5.3470881170022,5.55806541368648,5.43011021975725,5.67394819650413,5.14751804086259,4.93003512202125,5.80326354806924,5.6065568588533,5.8676415428576,5.97114197928486,5.85044395436205,6.06232162670805,5.82078584700054,5.51745782697956,5.76483451831486,6.24926270854671,6.65215363230827,6.55084560542812,6.16266556468052,5.96334301861421,6.03463514755159,6.38612514247619,6.57401774106014,6.2241971303173,6.43625311108076,6.4679336705433,6.31892784535958
"CKMT2-AS1",6.37939517430851,6.09630416271124,6.09392610971888,6.12708083012616,5.99362050074655,6.37228000892519,6.75053898158541,6.53668175978868,6.54661490991221,6.43741485404084,6.21482562042538,6.09087120663084,5.56177186031414,5.72355685032184,6.60345672913301,6.63354159564642,5.58916663747903,5.88959357894477,6.21216533700406,5.05459006892377,4.80497691327183,5.76898936924775,5.14160910059619,5.06535426094428,6.05348124719759,5.7409595321594,4.13054921762146,6.10848369016411,6.0796845154338,6.04684609590027
"ARMCX4",6.28388746579417,5.91506899620007,6.37258988301312,6.07263570662241,6.01959988074083,6.22013240745629,6.38413204668982,5.7411189325507,5.87433891215971,5.7046434883259,5.80776648152002,5.98215864248854,5.218808718085,5.01625323911065,5.92248595414174,5.61730753689717,5.32376104118809,5.66653470202392,5.73855500349736,4.70564965171238,4.74238263991997,5.74879385773315,5.44702647843294,5.38984559175091,5.94412908060254,5.65628020994585,4.33701531623563,5.55509791623387,5.08752146417806,4.47513424780627
"HDAC5",6.55790249186116,6.93566109902921,6.65528967330079,6.78053756552286,6.90613084862062,6.65401131990761,6.88024027177765,6.64309836440733,6.24060669655299,6.80422307062653,7.16387542241214,7.57097908155685,6.30270912465307,5.84608792146086,6.55233473587906,7.02428790472688,6.36208395800538,6.20074704452783,7.18385400889344,5.47360142193488,6.30794842164671,6.71076482182462,7.06323720677501,6.29298519753798,7.18728173929014,7.51156648499424,6.84556859432362,7.3222976330422,7.37567311647372,5.99149733949245
"PDCD6",7.12150360781426,7.36659194412308,6.84274117583795,7.17464196019163,7.1659129691688,7.22839854975399,7.12217486511523,6.56565791601673,6.82514358310434,6.8670908648859,7.18537457412133,7.14705588235694,7.2917949541676,8.00193109528954,7.58903606932215,7.55182895425944,7.74763661340135,8.15842194697306,8.32814688886832,8.1621500324684,8.19855612194411,8.11535881939293,8.13571345029753,7.4919987777865,7.71978884684325,7.99192321850148,7.44655530885325,7.98673316039937,7.5926409128019,7.77663212537401
"EPOP",5.1914641429718,5.10121420168355,5.27011780517268,5.3203435572732,5.36793915217554,5.28236166592779,5.29780292652469,4.97176193035568,5.15790162852793,5.29189151596709,5.32828084920263,5.67188850126538,5.63590005478077,5.79069058585495,5.81467630488523,5.73066654592902,5.94710302696279,5.84398768947455,6.02763685485042,6.56856306662965,7.10373783583438,6.01037428620522,5.76939683284338,5.94655363241372,5.57911782803535,5.38899831178707,6.75097063054666,5.85668503791459,5.65511671833454,6.57257165105934
"LOC100190986",6.97141494723091,7.48776192297992,7.22974800811411,7.1098263487772,6.78963619936977,6.33450926564997,6.72542889936713,5.31148360780206,5.73854165762152,5.98889753221887,6.2857863131474,6.15651126056697,7.17163691550108,6.57046826717367,6.80946193660121,7.44389142724713,6.74819285882146,8.17879543343514,7.57543153385187,7.10920406369172,5.68642488115912,7.12814971260707,7.44773782735167,6.77359066810151,7.25671110012819,7.22993533847191,7.24233879299544,7.74519545855285,7.40466631335923,6.30004782565806
"PIGK",6.73609535948255,6.88375997338155,7.41006517453317,7.16090941758611,7.37454304112537,7.35245384472634,7.40688361040167,7.63282849202645,7.70552815714105,7.56798198769443,6.89840784319003,6.43451105705311,6.59201203888518,6.55510598423754,6.06661412818523,6.55124145055187,6.17712310823305,6.12329442528707,6.13499578594729,6.15262614589298,5.66064042757403,6.21972506797592,5.9797205422203,6.37897483495689,5.99792008086542,5.70665750827843,5.73856367562881,5.62552115793323,5.58282199498738,5.98157325991321
"LINC00899",3.77746522750028,3.60646821172879,3.80233989880615,4.11742422595326,3.9110801332037,4.2790788387346,4.95947707050644,4.42185987736218,4.05413617974908,4.71436010359576,3.72580498238808,3.79193695471802,3.38793679615039,3.30382082244724,3.47937139016755,4.15673434353816,2.9841001411196,3.26525356212741,3.80291216202997,3.17694260745212,3.51478091469745,3.30551303995636,3.2069157227051,2.93532677213481,3.61913299432554,3.53095403656957,2.76340610010576,3.42427889903016,3.54919584995433,3.23169112103851
"LOC100287497",5.96777210417501,6.08409109272375,6.4101378881187,5.90446732610344,5.7077663927302,5.94662785780286,6.7182832087722,5.92746868655476,5.24120379438262,5.67345964688884,6.40654301112494,6.29519004643014,4.66001272414453,4.2811483656129,5.02290091183592,5.06533434889861,4.00636190558384,4.73571375280945,5.23922723515827,3.83662236516782,3.50390635286982,5.44379991556382,5.84379562474996,4.65455240588707,5.73163174302084,5.2528024502254,3.83068706361914,4.86795187698538,4.84177285959114,3.39718412300112
"LOC100289333",6.35891820261044,6.14653591119928,6.14672389636325,6.60480631236279,6.17610948850791,6.15108847476068,6.27729318458275,6.31963980237377,5.633075929977,6.14196450609389,6.33674626893561,6.25166713235372,6.46297518786318,6.92007774407604,6.97664688488945,6.87574549745769,6.95100801331039,6.97466244488678,7.14172049196755,6.94775775769148,6.8965378303381,7.07118154608297,6.88141701933649,6.86934668449749,6.97298834742131,6.98538186543686,6.76410593931435,7.05890960497169,6.78154428301645,7.33639505109606
"ZNF605",5.57179961615063,5.57004049823905,5.44084426983765,5.56963393813125,5.5037231954764,5.73760131697549,5.75915659654179,5.68095724248521,5.81094895776925,6.05994532321299,5.51412878175649,5.34024885044828,5.15104630357164,4.51680653318763,5.28748461192013,5.32190347976007,5.01957275081458,4.87401390565043,5.2272717037674,4.88991947943168,4.11195128279913,4.680476243923,4.41945406296975,4.02524984410699,5.21888190484299,5.04637346505881,4.68285519128604,5.01131669016056,4.95829146061072,4.62062614610851
"FTX",6.17542164482037,5.86822475341075,6.4502782281005,6.52951255140218,5.92820790048438,6.02804311272354,6.11206685263871,6.02733092221592,5.30736020381745,6.13253342933701,6.68446399232633,6.85254936442801,6.66711887652864,6.30884442656526,6.51533141807341,6.33646924755369,6.50587415145636,7.0871464776157,7.14238226540206,6.58570364337268,6.40035445813712,7.16613190164875,6.13324964225238,6.02144064726776,7.0295272042065,7.57384029970426,6.24524721452447,7.99068430713572,7.13184066008357,7.17899298539482
"MIR181A2HG",7.00252459274864,5.85516622204917,6.87718510654163,7.03710607675929,6.43718078773,8.0363903000179,7.30143120594079,6.18538364021013,6.41759500526311,7.13118389638065,6.58845251080055,5.84037278644226,6.72269054502994,5.56811624080603,7.14566058645307,7.09858234152298,5.80838925025063,6.11629074570403,7.74051519975202,4.95941243575952,4.22719390710721,5.6569981234058,5.63154311552089,5.17214999065981,6.36588872198158,7.31930686879278,4.75554373616705,6.75117471168322,6.72155893121225,4.88695085477653
"CDH6",4.67892584706637,4.70920185836252,5.33597409603476,5.33030096178418,5.45363278652285,4.8126911270447,5.02909245380955,5.39332050619872,4.6162319539458,4.56271865037652,4.9016558574819,5.3966114914301,4.40006271124242,4.65762246765832,4.28102308342512,5.26614744577483,4.73158115088361,4.75993099643385,5.03745693524919,4.23273776562131,4.37115994833999,4.64879964847154,4.58557214613281,4.36559262233915,4.78739453888559,5.05498944709378,4.40418663737246,5.32982958787739,5.08713365546712,4.32517524303244
"SH2D3A",4.99196696582993,4.77729010991284,4.62555174659317,5.15874543509034,4.64150141237631,4.69603729739231,4.38023304645427,4.55681611708025,4.76164430271012,4.84750208028624,4.80707378469632,4.62474181443403,4.7333312543499,4.9140393364452,5.33184847169854,5.52160515115097,5.4718923494839,5.15607736410277,5.31905294470221,5.72577835347092,5.51557863936989,5.31173107084807,5.25219555892522,5.490860492604,5.13197611398658,5.4273714815607,5.40156478888546,5.70039138471269,5.40075546438844,5.46380687334572
"ANKRD10-IT1",8.03769095427713,7.4702888600101,7.84578769497841,8.60699571995177,8.03897143341035,7.79194125265557,8.04345596688919,7.89711230222261,7.30037531189424,7.54710882063268,7.74365084054796,8.06470447530245,8.60089366185469,8.3969738104032,8.86720490649904,8.7455326341509,8.25517396708369,8.71400567697709,8.98992536605735,8.51161665606398,7.75837563548938,8.63506147462527,8.30352638890067,8.742566221923,8.78464201522427,8.70768213778878,8.26422242394326,9.05344280187458,8.7870645431969,8.54562154193301
"LINC01133",6.95750334191857,7.00522268736033,6.53197137255471,6.35165945921595,6.76627554865218,7.16150489592706,7.2160482026103,7.36720793733104,6.90923772512911,6.97422316807917,6.2151324157421,5.65824958935765,6.34049404266412,6.32533173994872,6.76130844383012,6.5125001226671,5.4718923494839,5.04275086299409,5.17272229159079,5.75578941469253,4.95475365703794,5.86102791963537,5.69129111982143,5.2364917475224,7.03646710542475,6.35678947211415,5.75106667493247,6.15266995776981,6.4564197576026,5.34094498014283
"ITGB2-AS1",4.15346710219351,3.94937603485618,3.91153869246487,4.19826196653795,4.10769851010531,4.22155785062852,4.02837652134367,4.11689042148211,3.91738872345214,4.11320905979299,4.0653573152292,4.69771500125392,4.89752901796198,4.90414358517569,4.95610127704011,4.98876920398395,5.20506508929439,4.71029345682953,4.63705610353438,5.72521014905438,5.57721869695286,4.67463144446727,4.5451569271177,4.92927649632307,4.69971612889539,4.93036931472176,4.59860559260963,4.65901720972655,4.72352833673528,5.98297876598123
"LOC100505874",7.59910463717111,7.14139165623563,6.10157177856359,6.68197290960201,6.35026671312566,4.95106921085636,5.32426859977239,4.75369002074255,7.20276463070571,8.39526692803667,4.69420385513295,4.25471456578468,6.2093540937734,4.8307424737227,4.58469925599,5.08285101137079,4.36860390246742,4.59655933877887,4.74476275380742,4.31368296427892,3.97736661065663,6.11075743573081,6.33735163344955,5.76188049065303,4.79086948387439,4.93449806290176,3.75669698864722,6.09927039425529,5.97759278445355,4.86027599123461
"MAGI2-AS3",6.86142052261448,6.41326155100491,7.30630077258199,7.12433575961104,7.15584088855229,7.26281110349684,7.40318922721734,6.8055073214747,7.13192264256543,7.07596164196438,6.61839210892122,6.75628198751692,6.4309876601091,6.22665662607584,6.39151021846977,6.43078635316511,5.62236829117493,6.22974224311792,6.26663799124661,5.27933343047148,4.76086170863494,6.87648366693748,6.82756709196085,6.77447854989691,6.6663028599634,6.61966686850545,6.12438512713017,5.88715681803865,6.42406583646718,5.57818243792345
"APELA",3.79900586224699,3.83786417313966,4.51042199119801,4.25467141019198,4.08452039687034,4.94206006404366,4.25509561995476,4.68780976453529,4.69644665018918,3.89856872319602,3.74889934399517,3.9076185853991,3.8810429292253,3.85578501364279,3.60643080819335,3.07690167205646,3.66608055756306,3.5509140029057,3.31913086601903,5.75860929806559,4.63640500242179,3.60431835004982,3.06483760907257,3.94719627461372,3.72539022083721,2.8078585557617,3.80730158290436,3.48955111250218,3.57973673942171,4.21609494415279
"LOC100506098",5.88731885856338,5.96097262178402,5.27362864897775,5.68320925211516,5.27625269862703,5.70414133081097,5.41926879288927,5.92685298111179,6.16757965563783,6.07071651674457,5.9879554118007,5.48053258754551,5.30118170351186,5.22921407689333,5.20094691397574,5.36111473406765,4.85887036953241,5.37920691225938,5.3756018412433,4.4208950092467,4.4208950092467,5.36948444087031,5.27868259265576,5.05490190669242,5.38210770081079,4.95140691121055,4.4071892638603,5.33827601843779,5.01952832887867,4.56032352084428
"OTUD6B-AS1",4.37882468915697,4.36519399813853,4.08946494862043,4.43745902417167,4.08855181918661,4.37239023154343,4.88179561532594,4.65440512418613,4.8088805700587,4.40840118601523,4.04009082380896,3.49688978307199,3.54234966265029,3.74315684710967,3.90173007816316,3.82988840016771,3.63913491032097,3.44973593048603,3.59381661393558,3.29294051791176,3.15626476399014,3.67478698400489,3.3885552460472,3.57923738015315,3.87318795717169,3.28273600347674,2.60653258305048,2.93630068747601,3.21194608734253,3.29528016380097
"LINC01279",10.2836960970315,10.3277282740248,11.5882459795222,11.7277360008069,11.7520570398093,11.2440073660615,10.9889133834154,11.4438205028319,10.9658871261198,10.7635855182045,10.1059558763801,10.0633925740949,10.4696445564339,10.469550325001,10.2569079182029,10.0908532905925,10.3033778236596,10.5136383480139,11.0259704679889,8.82756910579088,7.29079388280982,10.4361664417257,10.6935503358212,10.7676677493793,10.3287230469675,10.3911062012166,9.41144412684896,10.6247801777022,10.639800931603,8.59561541720759
"OCLN",8.72892792163587,8.62862329016992,8.33716714913039,8.47879218994275,8.05592485464314,8.78749727620096,8.82899888336529,8.18583100701103,7.6854885254219,8.054821768272,8.20050658069228,8.29177721124563,6.98576134351564,7.29076753956324,8.51183155961203,8.57181338722804,8.01726960872893,8.16004994145107,8.64347935491704,7.5330147629832,8.00873721841136,7.49800540022528,7.49671948996078,7.08439705092139,8.09463244195431,7.91962421305749,7.78321677847539,7.23801580050036,7.45639621417372,6.71611395336869
"EBLN3P",8.59877479425688,8.33489394009163,8.37674130575126,8.39822061287896,8.36580575389763,8.46914419163806,8.70560343020736,8.5423232080434,8.34534399845378,8.573136177781,8.4321776228597,7.89729828118377,7.75361496909655,7.50600818148894,7.83869722735458,8.16694855282019,7.71210082507253,7.81357160680713,8.09595628744431,7.24131113607042,7.19340480414333,7.72246400925496,7.98051177692797,7.53160806567088,8.20830951400224,7.53729671915309,7.21538312610973,7.35039420204122,7.31851198614066,7.57944067333542
"TRG-AS1",5.2591321646447,4.99738504412437,5.25188313964828,5.1723741121217,5.26162509019129,5.56604396115774,6.18728770279556,5.80306213741842,5.53676301252011,5.42547682489363,5.38097769696575,5.40215109132043,6.24495080488638,6.34472847868593,5.25542970748741,5.14615400366733,6.68198851913616,5.10348955388312,5.144958285876,7.08812994662331,6.38851198161086,4.98964867619325,4.85335522847031,6.49475438337755,5.2060804866208,5.05876122538389,5.1713801363794,4.83972754387127,5.09842073805094,8.12385798631724
"ADAMTS9-AS2",7.02964151041775,6.81856856166261,6.48440973841165,6.66004115946342,6.73646949126468,6.43206796256116,6.96764085012858,6.53066935206325,5.60956813008795,6.28644808197914,6.53521396040768,6.67858212837995,6.84170210722591,5.92616619608764,6.19950772959382,7.2928136243832,5.37231468661622,6.0938699585831,6.83079979664981,3.8763823064816,3.63794546896091,5.27083995978512,5.7901990422291,5.09242324887187,6.2876348832369,6.46639406350631,3.9702100990758,6.6131088804293,6.44703576781806,4.91632252641024
"LINC00968",3.83928784855165,3.96768372623114,4.67484223147422,3.55145333266356,4.72885758932562,4.49259020045691,4.19365564955893,4.63408899315131,4.96926800081003,3.75160619368999,3.65421517839399,3.85475400721002,3.7319488406167,4.30540766305218,3.2966378408505,3.804636166043,4.0661670383524,3.41413019244022,3.34499278105897,3.34507129721282,3.21614871723517,3.73287831524946,3.15634721891236,3.94587872231767,3.97085930228075,3.89370109368329,4.14151512337914,3.11832491634191,3.46096191007664,3.37166842843901
"SEPT5-GP1BB",5.47318608618631,5.30525476372961,5.1403395834848,5.57291904758297,5.60647714697736,5.25588598897016,5.18063132919068,5.16735111445696,5.10905554172521,4.93763981027952,5.46444680064055,5.33312133842422,5.47345104698173,5.55288209472059,6.09234280864357,6.35679577265872,6.20568794360009,5.77460721277423,5.86356356104904,6.40738814922653,7.02325142387106,5.88667881965517,6.01343072578035,5.91598324522395,5.71309673855092,5.78123477520883,6.06182467905014,6.28309875715959,5.9421702003339,6.29446984158953
"ABCC9",5.36801298115427,4.77445996013142,5.96914897389366,5.37092098526315,5.69835288480187,4.85373996778867,4.37583330519502,4.47803441644311,4.8788247376509,5.2576972896922,4.27715442132393,4.41224803963498,4.50492540343767,3.83253872244665,3.22898202840259,4.01712461991933,3.31399672614799,3.72158971526668,4.18642983667162,3.08979933914409,3.49968091042699,3.42086696038144,3.90787613607246,3.58935748201427,4.09270800950549,3.99253430123451,3.37429850116287,4.33615781672509,4.23428450350007,3.45909614350576
"DNM3OS",7.60856929465133,8.10192078057599,8.74845220164093,8.30766139698342,8.69491347681134,8.38207621344268,8.06458014169555,8.43088061997765,8.79214327297589,8.47816000509857,7.76065205165716,7.61095860001299,6.85026052316891,6.42517765589785,8.21450899329265,7.53602229907916,6.8422537547308,6.84268421948137,7.14406400840811,4.96305861762978,4.31623055896831,6.66448560265663,6.46452043375535,5.8520759243384,7.57122100603697,6.42804742897303,5.40950632731662,6.80650983854177,7.4548252133282,5.58022663869321
"NNT-AS1",5.68660667399839,6.38543318217903,6.1730452880626,6.53104710822458,5.96820576610326,5.7614985043056,6.01016299686172,6.34094994649751,6.27760087292215,6.59928746235309,6.53311330045445,5.24124926407645,5.17209261177944,5.1331362539545,5.51847702945028,5.8203924251344,5.23601696363265,5.32298825851116,5.81078298204779,4.29300426790636,4.6642089018172,4.89849505924767,5.02263974600961,5.18459992920176,5.00918319702908,4.95826278419131,4.35393202353102,4.77201969550443,4.87726021833255,5.32095424622225
"IL18BP",5.48683300555061,5.38948807033071,5.60872699039483,5.37660844009811,5.59134104541278,5.60202093860852,6.18634021576695,5.90630035983493,5.8913580993838,5.42711935143616,5.72614555741781,6.07138693999636,7.13208297440331,7.19558419600627,5.60113631197334,4.94560240446422,6.4471902534863,5.11709750908219,4.95346371457963,7.48441812471747,6.02951354583838,6.20775680122537,5.60006865168888,7.28308738694851,5.53727607559503,5.52786124307824,7.10801314434325,4.9796317179472,5.32915578902401,7.3603665195453
"DPP3",6.88679809721226,7.07230425875072,6.96204297852659,6.92152284077108,6.99452869790742,6.90473154011056,6.97018346685945,7.41492137610699,6.89426742634489,6.93792845892761,7.21655392055872,7.62752781773944,7.37370591023802,7.55184584606581,7.46954404966543,6.74153092219778,7.85979728905809,7.41985567903175,6.99472642987514,8.4109414917867,8.55814602233433,7.67766539038796,7.67749078841778,7.87441347415688,7.18751874314547,7.36042766038996,8.47623233937015,7.38184092583655,7.64952930456793,8.51069528700894
"EDIL3",8.62491563783889,8.6439303502782,8.95709321001278,8.72752079185787,8.47903760257994,9.07244305688388,9.1570226955843,8.91833980252323,8.23095338100863,8.56199640016783,8.40019399143141,8.26680295028047,7.98599375370595,7.8890226312291,8.61300130135928,8.71933576723055,7.80787221301099,8.28887301792697,8.68023356790025,7.42165849927102,6.0723007049488,8.0625101093527,7.97076610454361,7.88004527852405,8.64471662724831,8.16641832001705,7.44329910081569,8.30552872625145,8.61944957338697,7.67319995044375
"DOCK9-DT",5.06981620796055,4.90864285222737,5.11993715896475,4.7054792344711,4.67500210175217,5.24096831613722,5.42307801039484,4.80980019848151,4.68880273018273,4.85873459271965,5.13989347166309,5.15130702703913,4.54569711724466,4.2642937999229,4.4194564120442,4.18114013324215,4.18964025781087,4.82269551307066,4.63349619508595,3.6894445065105,4.15384054294116,4.44695215959349,4.58991516353478,4.68017838848647,4.94367787430365,4.85710092573699,4.11140828214559,4.433435673105,4.47142577194832,3.97406630269742
"CERT1",5.62834999192658,5.67386876990844,5.59029932866311,6.20968689437654,5.68159835911362,5.63221165122742,5.65769081094583,6.0321653644212,5.58649503130892,6.16186595081743,5.73049674123798,4.99251395297994,5.41637541450536,5.53929017092538,4.92176800442477,5.31865607953704,4.88468728308463,4.86992527525848,4.93556870190557,4.56481179671787,4.35861411838477,4.57676557501093,4.80700293291226,4.59679501892245,4.91647670815779,4.61374576685987,3.8488702155972,4.36871327899406,4.78142951274367,4.14625578905378
"UST",7.54609627908017,7.77550862596418,7.97274756161282,8.2430145900315,8.29689860051953,7.33013986107637,7.30235465021219,7.98599036745598,7.49976007766207,8.01044342648632,7.30234197290944,7.42885894168112,7.2634718161454,6.4926365620757,6.74969778903909,7.74790700580695,5.90855228519992,6.12559580683797,7.09918540356006,5.57610017235706,4.80986155291404,6.04595622323469,6.63294496761298,6.49475438337755,7.14203657158007,6.860452024958,6.43841539904541,7.02967503902217,7.10823408857604,5.59512608608507
"ARPC4",8.0980824216945,7.85471467164223,7.96649666479017,7.68744714627751,8.29416733764707,8.07525735308168,8.1646326705232,8.08892721446949,8.36726392962416,8.49689177210949,8.47421497774226,8.69906722753496,8.81434606334489,8.48917140411836,8.18778768987102,7.83747882823598,8.38869771007367,8.51042605188747,8.35032909819202,8.93726555835451,8.75193334514156,8.69103666235045,8.57744147875784,9.10444908800737,8.69473388206187,9.06829367292281,9.48477502636273,9.04445012511152,9.11540793488083,9.31168671947562
